"Date","Time, GMT+11:00","Temp, °C (LGR S/N: 9832558, SEN S/N: 9818208, LBL: Ambient)","RH, % (LGR S/N: 9832558, SEN S/N: 9818208)","Water Content, m³/m³ (LGR S/N: 9832558, SEN S/N: 9827495, LBL: 5cmBG)","Water Content, m³/m³ (LGR S/N: 9832558, SEN S/N: 9833757, LBL: 10cmBG)","DewPt, °C (LGR S/N: 9832558, SEN S/N: 9818208)"
30/05/14,12:38:42,4.480,100.000,0.2581,0.1978,4.5
30/05/14,13:38:43,5.770,100.000,0.2596,0.1993,5.8
30/05/14,14:38:44,6.153,100.000,0.2596,0.1993,6.2
30/05/14,15:38:45,6.000,100.000,0.2596,0.1993,6.0
30/05/14,16:38:46,5.360,100.000,0.2596,0.1986,5.4
30/05/14,17:38:47,2.903,100.000,0.2589,0.1978,2.9
30/05/14,18:38:48,2.530,100.000,0.2581,0.1971,2.5
30/05/14,19:38:49,1.561,100.000,0.2581,0.1957,1.6
30/05/14,20:38:50,1.371,100.000,0.2574,0.1949,1.4
30/05/14,21:38:51,1.317,100.000,0.2574,0.1949,1.3
30/05/14,22:38:52,1.344,100.000,0.2574,0.1949,1.3
30/05/14,23:38:53,1.071,100.000,0.2567,0.1942,1.1
31/05/14,00:38:54,0.577,100.000,0.2567,0.1942,0.6
31/05/14,01:38:55,0.825,100.000,0.2560,0.1935,0.8
31/05/14,02:38:56,1.017,100.000,0.2560,0.1935,1.0
31/05/14,03:38:57,1.071,100.000,0.2560,0.1928,1.1
31/05/14,04:38:58,1.317,100.000,0.2560,0.1935,1.3
31/05/14,05:38:59,1.561,100.000,0.2560,0.1935,1.6
31/05/14,06:39:00,1.805,100.000,0.2552,0.1935,1.8
31/05/14,07:39:01,1.453,100.000,0.2552,0.1928,1.5
31/05/14,08:39:02,1.044,100.000,0.2552,0.1928,1.0
31/05/14,09:39:03,0.989,100.000,0.2545,0.1928,1.0
31/05/14,10:39:04,2.823,100.000,0.2545,0.1928,2.8
31/05/14,11:39:05,4.688,100.000,0.2545,0.1935,4.7
31/05/14,12:39:06,6.051,100.000,0.2545,0.1942,6.1
31/05/14,13:39:07,6.839,100.000,0.2545,0.1949,6.8
31/05/14,14:39:08,7.393,100.000,0.2552,0.1949,7.4
31/05/14,15:39:09,7.469,100.000,0.2552,0.1949,7.5
31/05/14,16:39:10,6.204,100.000,0.2552,0.1942,6.2
31/05/14,17:39:11,5.565,100.000,0.2552,0.1935,5.6
31/05/14,18:39:12,4.584,100.000,0.2545,0.1928,4.6
31/05/14,19:39:13,4.921,100.000,0.2545,0.1928,4.9
31/05/14,20:39:14,5.205,100.000,0.2545,0.1920,5.2
31/05/14,21:39:15,4.792,100.000,0.2545,0.1920,4.8
31/05/14,22:39:16,4.973,100.000,0.2538,0.1920,5.0
31/05/14,23:39:17,5.231,100.000,0.2538,0.1913,5.2
01/06/14,00:39:18,5.385,100.000,0.2538,0.1913,5.4
01/06/14,01:39:19,5.514,100.000,0.2538,0.1971,5.5
01/06/14,02:39:20,5.437,100.000,0.2545,0.1986,5.4
01/06/14,03:39:21,5.360,100.000,0.2538,0.1993,5.4
01/06/14,04:39:22,4.454,100.000,0.2545,0.1993,4.5
01/06/14,05:39:23,4.895,100.000,0.2545,0.1993,4.9
01/06/14,06:39:24,4.428,100.000,0.2545,0.1993,4.4
01/06/14,07:39:25,4.194,100.000,0.2545,0.1993,4.2
01/06/14,08:39:26,4.714,100.000,0.2545,0.1993,4.7
01/06/14,09:39:27,5.154,100.000,0.2545,0.1986,5.2
01/06/14,10:39:28,5.385,100.000,0.2545,0.1986,5.4
01/06/14,11:39:29,5.796,100.000,0.2552,0.1986,5.8
01/06/14,12:39:30,6.077,100.000,0.2545,0.2000,6.1
01/06/14,13:39:31,6.331,100.000,0.2552,0.2058,6.3
01/06/14,14:39:32,5.745,100.000,0.2560,0.2146,5.7
01/06/14,15:39:33,5.411,100.000,0.2712,0.2342,5.4
01/06/14,16:39:34,4.766,100.000,0.2944,0.2400,4.8
01/06/14,17:39:35,4.454,100.000,0.2901,0.2334,4.5
01/06/14,18:39:36,3.880,100.000,0.2857,0.2284,3.9
01/06/14,19:39:37,3.564,100.000,0.2821,0.2240,3.6
01/06/14,20:39:38,3.168,100.000,0.2792,0.2218,3.2
01/06/14,21:39:39,2.637,100.000,0.2763,0.2196,2.6
01/06/14,22:39:40,2.610,100.000,0.2741,0.2175,2.6
01/06/14,23:39:41,2.128,100.000,0.2727,0.2160,2.1
02/06/14,00:39:42,1.724,100.000,0.2712,0.2146,1.7
02/06/14,01:39:43,1.289,100.000,0.2698,0.2131,1.3
02/06/14,02:39:44,1.886,100.000,0.2690,0.2124,1.9
02/06/14,03:39:45,2.074,100.000,0.2683,0.2116,2.1
02/06/14,04:39:46,2.047,100.000,0.2676,0.2109,2.0
02/06/14,05:39:47,1.751,100.000,0.2661,0.2102,1.7
02/06/14,06:39:48,1.180,100.000,0.2654,0.2087,1.2
02/06/14,07:39:49,1.017,100.000,0.2647,0.2080,1.0
02/06/14,08:39:50,1.453,100.000,0.2639,0.2080,1.5
02/06/14,09:39:51,1.697,100.000,0.2639,0.2073,1.7
02/06/14,10:39:52,2.797,100.000,0.2632,0.2073,2.8
02/06/14,11:39:53,4.947,100.000,0.2632,0.2080,4.9
02/06/14,12:39:54,6.230,100.000,0.2632,0.2080,6.2
02/06/14,13:39:55,6.712,100.000,0.2632,0.2080,6.7
02/06/14,14:39:56,6.509,100.000,0.2632,0.2080,6.5
02/06/14,15:39:57,5.898,100.000,0.2625,0.2073,5.9
02/06/14,16:39:58,5.949,100.000,0.2625,0.2066,6.0
02/06/14,17:39:59,4.869,100.000,0.2618,0.2058,4.9
02/06/14,18:40:00,4.272,100.000,0.2610,0.2051,4.3
02/06/14,19:40:01,4.037,100.000,0.2610,0.2044,4.0
02/06/14,20:40:02,3.958,100.000,0.2610,0.2167,4.0
02/06/14,21:40:03,3.932,100.000,0.2777,0.2334,3.9
02/06/14,22:40:04,3.801,100.000,0.2959,0.2422,3.8
02/06/14,23:40:05,3.722,100.000,0.3010,0.2407,3.7
03/06/14,00:40:06,3.617,100.000,0.3010,0.2407,3.6
03/06/14,01:40:07,3.643,100.000,0.2988,0.2378,3.6
03/06/14,02:40:08,3.538,100.000,0.3003,0.2385,3.5
03/06/14,03:40:09,3.696,100.000,0.2952,0.2342,3.7
03/06/14,04:40:10,3.801,100.000,0.2908,0.2298,3.8
03/06/14,05:40:11,3.827,100.000,0.2879,0.2276,3.8
03/06/14,06:40:12,3.801,100.000,0.2857,0.2262,3.8
03/06/14,07:40:13,3.827,100.000,0.2865,0.2284,3.8
03/06/14,08:40:14,3.854,100.000,0.2857,0.2284,3.9
03/06/14,09:40:15,4.454,100.000,0.2857,0.2276,4.5
03/06/14,10:40:16,5.437,100.000,0.2850,0.2269,5.4
03/06/14,11:40:17,7.041,100.000,0.2843,0.2269,7.0
03/06/14,12:40:18,7.695,100.000,0.2836,0.2262,7.7
03/06/14,13:40:19,7.343,100.000,0.2814,0.2240,7.3
03/06/14,14:40:20,6.687,100.000,0.2799,0.2225,6.7
03/06/14,15:40:21,6.763,100.000,0.2785,0.2218,6.8
03/06/14,16:40:22,6.128,100.000,0.2777,0.2204,6.1
03/06/14,17:40:23,5.308,100.000,0.2763,0.2189,5.3
03/06/14,18:40:24,4.688,100.000,0.2748,0.2175,4.7
03/06/14,19:40:25,4.506,100.000,0.2741,0.2167,4.5
03/06/14,20:40:26,4.532,100.000,0.2734,0.2167,4.5
03/06/14,21:40:27,4.220,100.000,0.2727,0.2160,4.2
03/06/14,22:40:28,3.801,100.000,0.2719,0.2153,3.8
03/06/14,23:40:29,4.037,100.000,0.2712,0.2146,4.0
04/06/14,00:40:30,4.141,100.000,0.2705,0.2146,4.1
04/06/14,01:40:31,4.168,100.000,0.2705,0.2146,4.2
04/06/14,02:40:32,4.011,100.000,0.2698,0.2146,4.0
04/06/14,03:40:33,4.063,100.000,0.2698,0.2146,4.1
04/06/14,04:40:34,3.749,100.000,0.2690,0.2138,3.8
04/06/14,05:40:35,3.670,100.000,0.2690,0.2138,3.7
04/06/14,06:40:36,3.617,100.000,0.2683,0.2138,3.6
04/06/14,07:40:37,3.512,100.000,0.2683,0.2131,3.5
04/06/14,08:40:38,3.591,100.000,0.2676,0.2124,3.6
04/06/14,09:40:39,3.564,100.000,0.2676,0.2124,3.6
04/06/14,10:40:40,3.906,100.000,0.2668,0.2116,3.9
04/06/14,11:40:41,4.714,100.000,0.2668,0.2109,4.7
04/06/14,12:40:42,5.693,100.000,0.2661,0.2109,5.7
04/06/14,13:40:43,5.179,100.000,0.2661,0.2109,5.2
04/06/14,14:40:44,6.737,100.000,0.2654,0.2102,6.7
04/06/14,15:40:45,6.433,100.000,0.2654,0.2102,6.4
04/06/14,16:40:46,6.382,100.000,0.2647,0.2095,6.4
04/06/14,17:40:47,5.437,100.000,0.2639,0.2080,5.4
04/06/14,18:40:48,4.532,100.000,0.2632,0.2073,4.5
04/06/14,19:40:49,3.380,100.000,0.2632,0.2058,3.4
04/06/14,20:40:50,2.289,100.000,0.2625,0.2051,2.3
04/06/14,21:40:51,1.153,100.000,0.2618,0.2037,1.1
04/06/14,22:40:52,0.024,99.700,0.2610,0.2029,-0.0
04/06/14,23:40:53,-0.535,98.100,0.2596,0.2022,-0.8
05/06/14,00:40:54,-0.648,96.100,0.2596,0.2022,-1.2
05/06/14,01:40:55,-0.817,95.400,0.2589,0.2008,-1.5
05/06/14,02:40:56,-1.015,95.000,0.2581,0.2000,-1.7
05/06/14,03:40:57,-0.507,96.100,0.2574,0.1993,-1.1
05/06/14,04:40:58,-0.789,95.900,0.2567,0.1986,-1.4
05/06/14,05:40:59,-0.367,98.800,0.2567,0.1978,-0.5
05/06/14,06:41:00,0.246,99.600,0.2567,0.1978,0.2
05/06/14,07:41:01,0.135,99.600,0.2567,0.1978,0.1
05/06/14,08:41:02,0.329,100.000,0.2567,0.1978,0.3
05/06/14,09:41:03,0.852,100.000,0.2567,0.1978,0.8
05/06/14,10:41:04,2.047,100.000,0.2567,0.1993,2.0
05/06/14,11:41:05,3.512,100.000,0.2567,0.2000,3.5
05/06/14,12:41:06,5.179,100.000,0.2574,0.2008,5.2
05/06/14,13:41:07,6.281,100.000,0.2574,0.2015,6.3
05/06/14,14:41:08,6.839,99.600,0.2574,0.2022,6.8
05/06/14,15:41:09,5.872,98.900,0.2574,0.2015,5.7
05/06/14,16:41:10,5.334,98.800,0.2574,0.2008,5.2
05/06/14,17:41:11,4.272,99.500,0.2574,0.2073,4.2
05/06/14,18:41:12,3.775,100.000,0.2581,0.2131,3.8
05/06/14,19:41:13,3.301,100.000,0.2603,0.2189,3.3
05/06/14,20:41:14,2.850,100.000,0.2647,0.2225,2.8
05/06/14,21:41:15,2.316,100.000,0.2683,0.2233,2.3
05/06/14,22:41:16,2.262,100.000,0.2690,0.2225,2.3
05/06/14,23:41:17,2.450,100.000,0.2698,0.2218,2.4
06/06/14,00:41:18,2.396,100.000,0.2690,0.2211,2.4
06/06/14,01:41:19,2.289,100.000,0.2690,0.2204,2.3
06/06/14,02:41:20,2.396,100.000,0.2683,0.2196,2.4
06/06/14,03:41:21,1.697,100.000,0.2676,0.2182,1.7
06/06/14,04:41:22,1.751,100.000,0.2668,0.2175,1.7
06/06/14,05:41:23,1.588,100.000,0.2661,0.2167,1.6
06/06/14,06:41:24,1.886,100.000,0.2661,0.2160,1.9
06/06/14,07:41:25,1.913,100.000,0.2647,0.2153,1.9
06/06/14,08:41:26,1.126,100.000,0.2647,0.2138,1.1
06/06/14,09:41:27,0.989,100.000,0.2639,0.2131,1.0
06/06/14,10:41:28,1.044,100.000,0.2632,0.2116,1.0
06/06/14,11:41:29,1.670,100.000,0.2625,0.2116,1.7
06/06/14,12:41:30,3.142,100.000,0.2625,0.2109,3.1
06/06/14,13:41:31,4.011,100.000,0.2618,0.2109,4.0
06/06/14,14:41:32,4.688,100.000,0.2618,0.2109,4.7
06/06/14,15:41:33,4.324,100.000,0.2618,0.2102,4.3
06/06/14,16:41:34,3.722,100.000,0.2610,0.2087,3.7
06/06/14,17:41:35,2.610,100.000,0.2610,0.2080,2.6
06/06/14,18:41:36,2.343,100.000,0.2603,0.2073,2.3
06/06/14,19:41:37,1.670,100.000,0.2603,0.2066,1.7
06/06/14,20:41:38,1.180,100.000,0.2596,0.2058,1.2
06/06/14,21:41:39,0.715,100.000,0.2589,0.2051,0.7
06/06/14,22:41:40,0.246,99.900,0.2581,0.2044,0.2
06/06/14,23:41:41,0.190,100.000,0.2581,0.2037,0.2
07/06/14,00:41:42,-0.004,99.900,0.2581,0.2029,-0.0
07/06/14,01:41:43,-0.004,100.000,0.2574,0.2022,-0.0
07/06/14,02:41:44,-0.227,100.000,0.2567,0.2022,-0.2
07/06/14,03:41:45,0.079,100.000,0.2560,0.2015,0.1
07/06/14,04:41:46,0.218,100.000,0.2560,0.2008,0.2
07/06/14,05:41:47,-0.563,99.600,0.2552,0.2000,-0.6
07/06/14,06:41:48,-0.255,99.200,0.2545,0.1993,-0.4
07/06/14,07:41:49,-0.116,100.000,0.2545,0.1986,-0.1
07/06/14,08:41:50,-0.199,99.900,0.2538,0.1978,-0.2
07/06/14,09:41:51,-0.116,100.000,0.2538,0.1971,-0.1
07/06/14,10:41:52,1.317,100.000,0.2545,0.1964,1.3
07/06/14,11:41:53,2.877,100.000,0.2545,0.1971,2.9
07/06/14,12:41:54,3.932,100.000,0.2538,0.2000,3.9
07/06/14,13:41:55,4.636,100.000,0.2545,0.2022,4.6
07/06/14,14:41:56,4.063,99.900,0.2545,0.2022,4.1
07/06/14,15:41:57,4.402,98.800,0.2552,0.2022,4.2
