"Date","Time, GMT+11:00","Temp, °C (LGR S/N: 9832564, SEN S/N: 9818206, LBL: Ambient)","RH, % (LGR S/N: 9832564, SEN S/N: 9818206)","Water Content, m³/m³ (LGR S/N: 9832564, SEN S/N: 9833756, LBL: 5cmBG)","Water Content, m³/m³ (LGR S/N: 9832564, SEN S/N: 9833765, LBL: 10cmBG)","DewPt, °C (LGR S/N: 9832564, SEN S/N: 9818206)"
17/11/16,16:39:32,19.984,67.100,0.2233,0.0933,13.7
17/11/16,17:39:33,16.892,70.500,0.2233,0.0874,11.5
17/11/16,18:39:34,15.103,74.800,0.2218,0.0845,10.7
17/11/16,19:39:35,12.534,83.600,0.2211,0.0831,9.8
17/11/16,20:39:36,11.297,89.000,0.2204,0.0831,9.6
17/11/16,21:39:37,11.029,90.900,0.2196,0.0824,9.6
17/11/16,22:39:38,10.663,90.600,0.2196,0.0824,9.2
17/11/16,23:39:39,10.173,91.400,0.2189,0.0831,8.8
18/11/16,00:39:40,9.632,92.200,0.2189,0.0831,8.4
18/11/16,01:39:41,9.756,89.900,0.2189,0.0838,8.2
18/11/16,02:39:42,9.410,88.500,0.2182,0.0838,7.6
18/11/16,03:39:43,9.460,89.200,0.2182,0.0845,7.8
18/11/16,04:39:44,9.583,87.200,0.2182,0.0845,7.6
18/11/16,05:39:45,9.558,85.900,0.2175,0.0853,7.3
18/11/16,06:39:46,10.173,83.900,0.2182,0.0853,7.6
18/11/16,07:39:47,10.541,81.800,0.2175,0.0860,7.6
18/11/16,08:39:48,13.425,75.100,0.2175,0.0874,9.1
18/11/16,09:39:49,13.570,72.200,0.2175,0.0882,8.7
18/11/16,10:39:50,15.103,70.100,0.2175,0.0889,9.7
18/11/16,11:39:51,16.892,66.500,0.2167,0.0896,10.6
18/11/16,12:39:52,18.224,62.800,0.2175,0.0889,11.0
18/11/16,13:39:53,22.202,52.900,0.2182,0.0874,12.2
18/11/16,14:39:54,25.477,47.200,0.2175,0.0831,13.4
18/11/16,15:39:55,24.919,45.600,0.2175,0.0766,12.4
18/11/16,16:39:56,22.537,48.500,0.2160,0.0707,11.2
18/11/16,17:39:57,19.627,51.600,0.2153,0.0649,9.4
18/11/16,18:39:58,17.082,56.600,0.2138,0.0620,8.4
18/11/16,19:39:59,14.673,60.500,0.2131,0.0598,7.1
18/11/16,20:40:00,12.340,68.400,0.2124,0.0584,6.7
18/11/16,21:40:01,11.102,75.200,0.2116,0.0584,6.9
18/11/16,22:40:02,10.394,78.200,0.2109,0.0591,6.8
18/11/16,23:40:03,9.854,80.000,0.2109,0.0591,6.6
19/11/16,00:40:04,8.941,81.700,0.2109,0.0591,6.0
19/11/16,01:40:05,9.928,83.100,0.2102,0.0598,7.2
19/11/16,02:40:06,9.756,82.800,0.2102,0.0591,7.0
19/11/16,03:40:07,9.262,87.500,0.2102,0.0606,7.3
19/11/16,04:40:08,8.990,88.000,0.2102,0.0635,7.1
19/11/16,05:40:09,8.245,85.800,0.2102,0.0606,6.0
19/11/16,06:40:10,8.245,80.000,0.2102,0.0613,5.0
