"Date","Time, GMT+11:00","Temp, °C (LGR S/N: 9832560, SEN S/N: 9818212, LBL: Ambient)","RH, % (LGR S/N: 9832560, SEN S/N: 9818212)","Water Content, m³/m³ (LGR S/N: 9832560, SEN S/N: 9827492, LBL: 5cmBG)","Water Content, m³/m³ (LGR S/N: 9832560, SEN S/N: 9827496, LBL: 10cmBG)","DewPt, °C (LGR S/N: 9832560, SEN S/N: 9818212)"
26/05/17,11:55:28,5.539,100.000,0.2589,0.2225,5.5
26/05/17,12:55:29,6.965,98.600,0.2603,0.2233,6.8
26/05/17,13:55:30,6.458,94.200,0.2603,0.2233,5.6
26/05/17,14:55:31,5.719,90.900,0.2603,0.2233,4.4
26/05/17,15:55:32,5.975,89.000,0.2596,0.2225,4.3
26/05/17,16:55:33,4.402,87.800,0.2596,0.2225,2.6
26/05/17,17:55:34,2.396,94.600,0.2603,0.2225,1.6
26/05/17,18:55:35,0.989,97.700,0.2596,0.2225,0.7
26/05/17,19:55:36,-0.563,97.100,0.2589,0.2225,-1.0
26/05/17,20:55:37,-1.071,96.400,0.2589,0.2218,-1.6
26/05/17,21:55:38,-2.276,93.800,0.2589,0.2218,-3.1
26/05/17,22:55:39,-2.247,93.100,0.2581,0.2218,-3.2
26/05/17,23:55:40,-0.451,99.400,0.2581,0.2211,-0.5
27/05/17,00:55:41,1.371,100.000,0.2581,0.2211,1.4
27/05/17,01:55:42,1.778,100.000,0.2581,0.2204,1.8
27/05/17,02:55:43,1.453,100.000,0.2581,0.2204,1.5
27/05/17,03:55:44,1.344,100.000,0.2581,0.2204,1.3
27/05/17,04:55:45,2.209,100.000,0.2581,0.2204,2.2
27/05/17,05:55:46,2.047,100.000,0.2581,0.2196,2.0
27/05/17,06:55:47,2.423,100.000,0.2574,0.2196,2.4
27/05/17,07:55:48,2.584,100.000,0.2567,0.2196,2.6
27/05/17,08:55:49,2.690,100.000,0.2567,0.2196,2.7
27/05/17,09:55:50,2.930,99.500,0.2567,0.2189,2.9
27/05/17,10:55:51,3.696,98.200,0.2560,0.2189,3.4
27/05/17,11:55:52,3.827,97.400,0.2560,0.2189,3.5
27/05/17,12:55:53,4.194,97.000,0.2560,0.2189,3.8
27/05/17,13:55:54,4.324,96.700,0.2560,0.2189,3.8
27/05/17,14:55:55,4.350,95.700,0.2560,0.2182,3.7
27/05/17,15:55:56,3.880,96.700,0.2552,0.2182,3.4
27/05/17,16:55:57,3.380,97.600,0.2552,0.2182,3.0
27/05/17,17:55:58,2.770,98.400,0.2552,0.2175,2.5
27/05/17,18:55:59,2.477,99.300,0.2545,0.2175,2.4
27/05/17,19:56:00,2.343,99.900,0.2545,0.2175,2.3
27/05/17,20:56:01,2.450,100.000,0.2545,0.2175,2.4
27/05/17,21:56:02,2.557,100.000,0.2538,0.2167,2.6
27/05/17,22:56:03,2.823,100.000,0.2545,0.2167,2.8
27/05/17,23:56:04,2.930,100.000,0.2538,0.2167,2.9
28/05/17,00:56:05,2.877,100.000,0.2538,0.2167,2.9
28/05/17,01:56:06,2.877,100.000,0.2538,0.2160,2.9
28/05/17,02:56:07,2.477,100.000,0.2538,0.2160,2.5
28/05/17,03:56:08,2.236,100.000,0.2538,0.2153,2.2
28/05/17,04:56:09,2.477,100.000,0.2538,0.2153,2.5
28/05/17,05:56:10,0.467,100.000,0.2538,0.2189,0.5
28/05/17,06:56:11,0.329,100.000,0.2974,0.2618,0.3
28/05/17,07:56:12,0.246,100.000,0.3271,0.2683,0.2
28/05/17,08:56:13,0.329,100.000,0.3250,0.2632,0.3
28/05/17,09:56:14,0.384,100.000,0.3191,0.2581,0.4
28/05/17,10:56:15,0.439,100.000,0.3162,0.2560,0.4
28/05/17,11:56:16,0.467,100.000,0.3133,0.2545,0.5
28/05/17,12:56:17,0.522,100.000,0.3104,0.2523,0.5
28/05/17,13:56:18,0.577,100.000,0.3075,0.2509,0.6
28/05/17,14:56:19,0.660,100.000,0.3053,0.2501,0.7
28/05/17,15:56:20,0.660,100.000,0.3032,0.2487,0.7
28/05/17,16:56:21,0.687,100.000,0.3010,0.2480,0.7
28/05/17,17:56:22,0.632,100.000,0.2988,0.2472,0.6
28/05/17,18:56:23,0.522,100.000,0.2974,0.2465,0.5
28/05/17,19:56:24,0.412,100.000,0.2959,0.2451,0.4
28/05/17,20:56:25,0.329,100.000,0.2944,0.2443,0.3
28/05/17,21:56:26,0.246,100.000,0.2923,0.2443,0.2
28/05/17,22:56:27,-0.255,100.000,0.2908,0.2436,-0.3
28/05/17,23:56:28,-0.088,100.000,0.2901,0.2429,-0.1
29/05/17,00:56:29,-0.311,100.000,0.2886,0.2422,-0.3
29/05/17,01:56:30,-0.088,100.000,0.2879,0.2414,-0.1
29/05/17,02:56:31,-0.143,100.000,0.2865,0.2414,-0.1
29/05/17,03:56:32,-0.004,100.000,0.2857,0.2407,-0.0
29/05/17,04:56:33,-0.004,100.000,0.2850,0.2407,-0.0
29/05/17,05:56:34,0.079,100.000,0.2843,0.2400,0.1
29/05/17,06:56:35,0.301,100.000,0.2836,0.2392,0.3
29/05/17,07:56:36,0.301,100.000,0.2828,0.2392,0.3
29/05/17,08:56:37,0.218,100.000,0.2821,0.2385,0.2
29/05/17,09:56:38,0.301,100.000,0.2814,0.2378,0.3
29/05/17,10:56:39,0.301,99.900,0.2814,0.2378,0.3
29/05/17,11:56:40,0.356,100.000,0.2799,0.2371,0.4
29/05/17,12:56:41,0.439,100.000,0.2792,0.2363,0.4
29/05/17,13:56:42,0.163,100.000,0.2792,0.2356,0.2
29/05/17,14:56:43,0.246,100.000,0.2777,0.2356,0.2
29/05/17,15:56:44,0.439,100.000,0.2770,0.2349,0.4
29/05/17,16:56:45,0.190,100.000,0.2770,0.2349,0.2
29/05/17,17:56:46,-0.004,100.000,0.2763,0.2342,-0.0
29/05/17,18:56:47,-0.283,100.000,0.2756,0.2342,-0.3
29/05/17,19:56:48,-0.171,99.700,0.2748,0.2342,-0.2
29/05/17,20:56:49,-0.227,99.600,0.2748,0.2334,-0.3
29/05/17,21:56:50,-0.367,99.400,0.2741,0.2334,-0.5
29/05/17,22:56:51,-0.032,99.400,0.2734,0.2327,-0.1
29/05/17,23:56:52,0.079,100.000,0.2734,0.2320,0.1
30/05/17,00:56:53,0.079,100.000,0.2727,0.2320,0.1
30/05/17,01:56:54,0.246,100.000,0.2727,0.2313,0.2
30/05/17,02:56:55,0.273,100.000,0.2719,0.2313,0.3
30/05/17,03:56:56,0.246,100.000,0.2712,0.2305,0.2
30/05/17,04:56:57,0.301,100.000,0.2712,0.2305,0.3
30/05/17,05:56:58,0.329,100.000,0.2705,0.2298,0.3
30/05/17,06:56:59,0.329,100.000,0.2698,0.2298,0.3
30/05/17,07:57:00,0.190,100.000,0.2698,0.2298,0.2
30/05/17,08:57:01,0.135,100.000,0.2698,0.2291,0.1
30/05/17,09:57:02,0.522,100.000,0.2698,0.2291,0.5
30/05/17,10:57:03,0.632,100.000,0.2690,0.2284,0.6
30/05/17,11:57:04,0.742,100.000,0.2683,0.2284,0.7
30/05/17,12:57:05,0.770,100.000,0.2683,0.2276,0.8
30/05/17,13:57:06,0.797,100.000,0.2683,0.2276,0.8
30/05/17,14:57:07,0.880,100.000,0.2676,0.2276,0.9
