"Date","Time, GMT+11:00","Temp, ¡C (SEN S/N: 9818211, LBL: Ambient)","RH, % (SEN S/N: 9818211)","DewPt, ¡C (SEN S/N: 9818211)","Water Content, m?/m? (SEN S/N: 9827491, LBL: 5cmBG)","Water Content, m?/m? (SEN S/N: 9833764, LBL: 10cmBG)"
10-05-2012,13:38:44,7.544,100.000,7.6,0.2974,0.3911
10-05-2012,14:38:45,7.368,100.000,7.4,0.2974,0.3911
10-05-2012,15:38:46,7.293,100.000,7.3,0.2974,0.3911
10-05-2012,16:38:47,6.611,100.000,6.6,0.2981,0.3911
10-05-2012,17:38:48,5.693,100.000,5.7,0.2981,0.3911
10-05-2012,18:38:49,5.231,100.000,5.2,0.2981,0.3911
10-05-2012,19:38:50,5.231,100.000,5.2,0.2981,0.3911
10-05-2012,20:38:51,5.231,100.000,5.2,0.2981,0.3911
10-05-2012,21:38:52,5.591,100.000,5.6,0.2981,0.3903
10-05-2012,22:38:53,5.668,100.000,5.7,0.2988,0.3903
10-05-2012,23:38:54,5.565,100.000,5.6,0.2988,0.3903
11-05-2012,00:38:55,5.514,100.000,5.5,0.2988,0.3896
11-05-2012,01:38:56,5.282,100.000,5.3,0.2988,0.3903
11-05-2012,02:38:57,5.154,100.000,5.2,0.2988,0.3903
11-05-2012,03:38:58,5.154,100.000,5.2,0.2988,0.3903
11-05-2012,04:38:59,5.050,100.000,5.1,0.2988,0.3903
11-05-2012,05:39:00,4.947,100.000,4.9,0.2988,0.3896
11-05-2012,06:39:01,5.076,100.000,5.1,0.2988,0.3896
11-05-2012,07:39:02,4.844,100.000,4.8,0.2988,0.3896
11-05-2012,08:39:03,4.792,100.000,4.8,0.2988,0.3903
11-05-2012,09:39:04,5.179,100.000,5.2,0.2988,0.3896
11-05-2012,10:39:05,5.796,100.000,5.8,0.2981,0.3896
11-05-2012,11:39:06,5.821,100.000,5.8,0.2988,0.3889
11-05-2012,12:39:07,6.077,100.000,6.1,0.2981,0.3874
11-05-2012,13:39:08,5.975,100.000,6.0,0.2981,0.3874
11-05-2012,14:39:09,6.153,100.000,6.2,0.2981,0.3867
11-05-2012,15:39:10,5.821,100.000,5.8,0.2981,0.3867
11-05-2012,16:39:11,5.437,100.000,5.4,0.2981,0.3867
11-05-2012,17:39:12,4.558,100.000,4.6,0.2981,0.3867
11-05-2012,18:39:13,3.459,100.000,3.5,0.2981,0.3874
11-05-2012,19:39:14,1.044,99.600,1.0,0.2981,0.3874
11-05-2012,20:39:15,0.439,98.600,0.2,0.2974,0.3881
11-05-2012,21:39:16,1.153,99.900,1.1,0.2981,0.3874
11-05-2012,22:39:17,1.778,100.000,1.8,0.2981,0.3874
11-05-2012,23:39:18,1.805,100.000,1.8,0.2974,0.3881
12-05-2012,00:39:19,1.099,100.000,1.1,0.2974,0.3881
12-05-2012,01:39:20,0.495,100.000,0.5,0.2974,0.3881
12-05-2012,02:39:21,0.577,100.000,0.6,0.2974,0.3881
12-05-2012,03:39:22,0.301,100.000,0.3,0.2974,0.3881
12-05-2012,04:39:23,0.273,100.000,0.3,0.2966,0.3881
12-05-2012,05:39:24,-0.451,99.800,-0.5,0.2966,0.3881
12-05-2012,06:39:25,-1.327,97.900,-1.6,0.2966,0.3881
12-05-2012,07:39:26,-1.356,95.800,-1.9,0.2966,0.3889
12-05-2012,08:39:27,-2.363,95.000,-3.1,0.2966,0.3889
12-05-2012,09:39:28,-0.986,97.800,-1.3,0.2959,0.3889
12-05-2012,10:39:29,0.051,99.300,-0.1,0.2966,0.3881
12-05-2012,11:39:30,0.934,100.000,0.9,0.2966,0.3874
12-05-2012,12:39:31,1.886,100.000,1.9,0.2966,0.3867
12-05-2012,13:39:32,2.557,100.000,2.6,0.2966,0.3867
12-05-2012,14:39:33,3.116,100.000,3.1,0.2966,0.3852
12-05-2012,15:39:34,3.512,100.000,3.5,0.2959,0.3845
12-05-2012,16:39:35,3.009,100.000,3.0,0.2959,0.3845
12-05-2012,17:39:36,1.805,100.000,1.8,0.2959,0.3845
12-05-2012,18:39:37,1.317,100.000,1.3,0.2959,0.3845
12-05-2012,19:39:38,1.317,100.000,1.3,0.2959,0.3845
12-05-2012,20:39:39,1.208,100.000,1.2,0.2959,0.3845
12-05-2012,21:39:40,0.797,100.000,0.8,0.2959,0.3845
12-05-2012,22:39:41,0.907,100.000,0.9,0.2966,0.3845
12-05-2012,23:39:42,0.989,100.000,1.0,0.2959,0.3852
13-05-2012,00:39:43,1.180,100.000,1.2,0.2966,0.3852
13-05-2012,01:39:44,1.262,100.000,1.3,0.2959,0.3860
13-05-2012,02:39:45,1.480,100.000,1.5,0.2959,0.3860
13-05-2012,03:39:46,1.507,100.000,1.5,0.2959,0.3867
13-05-2012,04:39:47,1.507,100.000,1.5,0.2966,0.3867
13-05-2012,05:39:48,1.534,100.000,1.5,0.2966,0.3867
13-05-2012,06:39:49,1.480,100.000,1.5,0.2966,0.3874
13-05-2012,07:39:50,0.522,100.000,0.5,0.2959,0.3874
13-05-2012,08:39:51,0.163,100.000,0.2,0.2959,0.3874
13-05-2012,09:39:52,1.099,100.000,1.1,0.2966,0.3874
13-05-2012,10:39:53,0.934,100.000,0.9,0.2959,0.3874
13-05-2012,11:39:54,0.880,100.000,0.9,0.2959,0.3874
13-05-2012,12:39:55,0.577,100.000,0.6,0.2959,0.3874
13-05-2012,13:39:56,0.632,100.000,0.6,0.2966,0.3874
13-05-2012,14:39:57,0.522,100.000,0.5,0.2959,0.3874
13-05-2012,15:39:58,0.550,100.000,0.5,0.2959,0.3874
13-05-2012,16:39:59,0.273,100.000,0.3,0.2959,0.3874
13-05-2012,17:40:00,-0.395,100.000,-0.4,0.2959,0.3874
13-05-2012,18:40:01,-1.071,100.000,-1.1,0.2959,0.3874
13-05-2012,19:40:02,-1.100,100.000,-1.1,0.2959,0.3881
13-05-2012,20:40:03,-1.100,100.000,-1.1,0.2959,0.3881
13-05-2012,21:40:04,-1.384,100.000,-1.4,0.2959,0.3881
13-05-2012,22:40:05,-1.556,100.000,-1.6,0.2959,0.3881
13-05-2012,23:40:06,-1.871,100.000,-1.9,0.2952,0.3881
14-05-2012,00:40:07,-2.015,100.000,-2.0,0.2959,0.3881
14-05-2012,01:40:08,-2.131,100.000,-2.1,0.2952,0.3881
14-05-2012,02:40:09,-2.102,100.000,-2.1,0.2952,0.3881
14-05-2012,03:40:10,-2.450,99.700,-2.5,0.2952,0.3889
14-05-2012,04:40:11,-2.247,99.800,-2.3,0.2952,0.3881
14-05-2012,05:40:12,-2.218,100.000,-2.2,0.2952,0.3881
14-05-2012,06:40:13,-2.334,100.000,-2.3,0.2952,0.3889
14-05-2012,07:40:14,-2.508,100.000,-2.5,0.2952,0.3881
14-05-2012,08:40:15,-2.392,100.000,-2.4,0.2952,0.3881
14-05-2012,09:40:16,-1.958,100.000,-2.0,0.2952,0.3881
14-05-2012,10:40:17,-1.128,100.000,-1.1,0.2952,0.3881
14-05-2012,11:40:18,-0.255,100.000,-0.3,0.2952,0.3874
14-05-2012,12:40:19,0.218,100.000,0.2,0.2952,0.3874
14-05-2012,13:40:20,0.687,100.000,0.7,0.2952,0.3867
14-05-2012,14:40:21,1.751,100.000,1.7,0.2966,0.3867
14-05-2012,15:40:22,1.697,100.000,1.7,0.2966,0.3889
14-05-2012,16:40:23,1.561,100.000,1.6,0.2966,0.3903
14-05-2012,17:40:24,1.235,100.000,1.2,0.2966,0.3918
14-05-2012,18:40:25,1.317,100.000,1.3,0.2966,0.3918
14-05-2012,19:40:26,1.425,100.000,1.4,0.2966,0.3925
14-05-2012,20:40:27,1.425,100.000,1.4,0.2966,0.3925
14-05-2012,21:40:28,1.317,100.000,1.3,0.2966,0.3925
14-05-2012,22:40:29,0.495,100.000,0.5,0.2966,0.3925
14-05-2012,23:40:30,0.439,100.000,0.4,0.2966,0.3932
15-05-2012,00:40:31,0.356,100.000,0.4,0.2966,0.3932
15-05-2012,01:40:32,0.356,100.000,0.4,0.2966,0.3932
15-05-2012,02:40:33,0.384,100.000,0.4,0.2966,0.3940
15-05-2012,03:40:34,0.273,100.000,0.3,0.2966,0.3940
15-05-2012,04:40:35,0.273,100.000,0.3,0.2966,0.3940
15-05-2012,05:40:36,0.660,100.000,0.7,0.2966,0.3940
15-05-2012,06:40:37,0.770,100.000,0.8,0.2966,0.3940
15-05-2012,07:40:38,0.934,100.000,0.9,0.2966,0.3940
15-05-2012,08:40:39,1.344,100.000,1.3,0.2966,0.3940
15-05-2012,09:40:40,2.182,100.000,2.2,0.2966,0.3932
15-05-2012,10:40:41,3.116,100.000,3.1,0.2966,0.3932
15-05-2012,11:40:42,3.274,100.000,3.3,0.2966,0.3932
15-05-2012,12:40:43,4.454,100.000,4.5,0.2966,0.3925
15-05-2012,13:40:44,5.050,100.000,5.1,0.2966,0.3925
15-05-2012,14:40:45,5.949,100.000,6.0,0.2966,0.3918
15-05-2012,15:40:46,4.688,100.000,4.7,0.2966,0.3918
15-05-2012,16:40:47,3.512,100.000,3.5,0.2966,0.3925
15-05-2012,17:40:48,2.930,100.000,2.9,0.2966,0.3925
15-05-2012,18:40:49,2.021,100.000,2.0,0.2966,0.3925
15-05-2012,19:40:50,2.637,100.000,2.6,0.2966,0.3925
15-05-2012,20:40:51,2.423,100.000,2.4,0.2966,0.3925
15-05-2012,21:40:52,2.370,100.000,2.4,0.2966,0.3918
15-05-2012,22:40:53,1.425,100.000,1.4,0.2966,0.3925
15-05-2012,23:40:54,0.852,100.000,0.8,0.2966,0.3925
16-05-2012,00:40:55,-0.032,100.000,-0.0,0.2966,0.3925
16-05-2012,01:40:56,-0.507,100.000,-0.5,0.2959,0.3925
16-05-2012,02:40:57,-0.451,100.000,-0.5,0.2959,0.3925
16-05-2012,03:40:58,-0.930,99.300,-1.0,0.2959,0.3925
16-05-2012,04:40:59,-1.015,98.900,-1.2,0.2959,0.3925
16-05-2012,05:41:00,-0.760,99.600,-0.8,0.2959,0.3932
16-05-2012,06:41:01,-0.591,99.900,-0.6,0.2959,0.3925
16-05-2012,07:41:02,-1.242,98.800,-1.4,0.2959,0.3940
