"Date","Time, GMT+11:00","Temp, ¡C (SEN S/N: 9818212, LBL: Ambient)","RH, % (SEN S/N: 9818212)","DewPt, ¡C (SEN S/N: 9818212)","Water Content, m?/m? (SEN S/N: 9827492, LBL: 5cmBG)","Water Content, m?/m? (SEN S/N: 9827496, LBL: 10cmBG)"
26-04-2011,18:06:49,8.195,87.000,6.2,0.2087,0.1884
26-04-2011,19:06:50,7.192,93.000,6.1,0.2095,0.1884
26-04-2011,20:06:51,6.433,96.500,5.9,0.2087,0.1877
26-04-2011,21:06:52,4.766,97.600,4.4,0.2095,0.1877
26-04-2011,22:06:53,4.662,99.500,4.6,0.2087,0.1877
26-04-2011,23:06:54,2.584,99.300,2.5,0.2087,0.1870
27-04-2011,00:06:55,1.751,99.900,1.7,0.2087,0.1862
27-04-2011,01:06:56,0.880,100.000,0.9,0.2087,0.1870
27-04-2011,02:06:57,-0.032,100.000,-0.0,0.2080,0.1862
27-04-2011,03:06:58,-1.670,99.300,-1.8,0.2080,0.1855
27-04-2011,04:06:59,-3.598,97.600,-3.9,0.2080,0.1855
27-04-2011,05:07:00,-4.227,96.300,-4.7,0.2073,0.1855
27-04-2011,06:07:01,-4.499,95.500,-5.1,0.2073,0.1848
27-04-2011,07:07:02,-2.771,97.600,-3.1,0.2073,0.1848
27-04-2011,08:07:03,-1.270,94.900,-2.0,0.2073,0.1848
27-04-2011,09:07:04,4.895,81.800,2.1,0.2073,0.1848
27-04-2011,10:07:05,10.296,55.500,1.8,0.2066,0.1855
27-04-2011,11:07:06,13.401,42.400,0.9,0.2066,0.1862
27-04-2011,12:07:07,14.385,39.000,0.6,0.2066,0.1862
27-04-2011,13:07:08,15.318,42.700,2.7,0.2066,0.1862
27-04-2011,14:07:09,19.460,48.000,8.2,0.2073,0.1862
27-04-2011,15:07:10,20.174,49.600,9.3,0.2058,0.1848
27-04-2011,16:07:11,19.674,50.700,9.2,0.2051,0.1848
27-04-2011,17:07:12,12.944,63.700,6.2,0.2051,0.1833
27-04-2011,18:07:13,8.295,80.200,5.1,0.2058,0.1826
27-04-2011,19:07:14,7.217,91.000,5.9,0.2058,0.1826
27-04-2011,20:07:15,6.509,95.200,5.8,0.2058,0.1819
27-04-2011,21:07:16,6.000,97.200,5.6,0.2058,0.1819
27-04-2011,22:07:17,5.642,98.100,5.4,0.2058,0.1819
27-04-2011,23:07:18,5.308,98.700,5.1,0.2058,0.1819
28-04-2011,00:07:19,5.360,99.200,5.2,0.2058,0.1811
28-04-2011,01:07:20,5.102,99.600,5.0,0.2058,0.1811
28-04-2011,02:07:21,5.179,99.900,5.2,0.2058,0.1811
28-04-2011,03:07:22,4.999,99.800,5.0,0.2051,0.1811
28-04-2011,04:07:23,4.584,99.800,4.6,0.2051,0.1811
28-04-2011,05:07:24,-0.676,97.000,-1.1,0.2051,0.1804
28-04-2011,06:07:25,-0.032,98.100,-0.3,0.2051,0.1804
28-04-2011,07:07:26,-1.043,100.000,-1.0,0.2044,0.1797
28-04-2011,08:07:27,-0.255,100.000,-0.3,0.2044,0.1797
28-04-2011,09:07:28,6.763,100.000,6.8,0.2044,0.1804
28-04-2011,10:07:29,10.443,95.700,9.8,0.2044,0.1804
28-04-2011,11:07:30,13.473,74.500,9.0,0.2037,0.1811
28-04-2011,12:07:31,14.194,59.000,6.3,0.2029,0.1811
28-04-2011,13:07:32,15.294,52.100,5.5,0.2037,0.1811
28-04-2011,14:07:33,23.497,51.400,12.9,0.2029,0.1819
28-04-2011,15:07:34,21.079,53.700,11.3,0.2029,0.1811
28-04-2011,16:07:35,20.436,49.700,9.6,0.2022,0.1811
28-04-2011,17:07:36,13.040,60.800,5.7,0.2029,0.1797
28-04-2011,18:07:37,5.872,75.500,1.9,0.2029,0.1790
28-04-2011,19:07:38,2.343,90.200,0.9,0.2037,0.1782
28-04-2011,20:07:39,1.044,92.900,0.0,0.2029,0.1775
28-04-2011,21:07:40,4.610,98.800,4.4,0.2029,0.1775
28-04-2011,22:07:41,2.690,98.200,2.4,0.2029,0.1775
28-04-2011,23:07:42,-0.535,97.000,-1.0,0.2022,0.1768
29-04-2011,00:07:43,-1.584,98.000,-1.9,0.2022,0.1768
29-04-2011,01:07:44,-1.699,99.300,-1.8,0.2022,0.1768
29-04-2011,02:07:45,-0.451,100.000,-0.5,0.2022,0.1761
29-04-2011,03:07:46,0.989,100.000,1.0,0.2022,0.1761
29-04-2011,04:07:47,-1.929,100.000,-1.9,0.2015,0.1761
29-04-2011,05:07:48,-3.956,99.100,-4.1,0.2015,0.1761
29-04-2011,06:07:49,-4.076,98.100,-4.3,0.2015,0.1753
29-04-2011,07:07:50,-4.834,97.200,-5.2,0.2015,0.1753
29-04-2011,08:07:51,-4.469,97.300,-4.8,0.2015,0.1753
29-04-2011,09:07:52,2.717,99.900,2.7,0.2008,0.1753
29-04-2011,10:07:53,9.706,99.400,9.6,0.2015,0.1761
29-04-2011,11:07:54,12.678,83.000,9.9,0.2000,0.1768
29-04-2011,12:07:55,14.936,66.800,8.8,0.2015,0.1775
29-04-2011,13:07:56,16.463,62.100,9.2,0.2022,0.1775
29-04-2011,14:07:57,21.819,52.900,11.8,0.2008,0.1782
29-04-2011,15:07:58,21.151,48.300,9.8,0.2000,0.1782
29-04-2011,16:07:59,17.534,54.900,8.4,0.2008,0.1775
29-04-2011,17:08:00,10.222,74.900,6.0,0.2015,0.1768
29-04-2011,18:08:01,6.864,89.300,5.2,0.2008,0.1753
29-04-2011,19:08:02,6.585,95.500,5.9,0.2008,0.1753
29-04-2011,20:08:03,6.433,97.800,6.1,0.2008,0.1746
29-04-2011,21:08:04,5.514,98.400,5.3,0.2008,0.1746
29-04-2011,22:08:05,1.235,97.700,0.9,0.2000,0.1746
29-04-2011,23:08:06,0.797,98.600,0.6,0.2000,0.1739
30-04-2011,00:08:07,0.051,99.500,-0.0,0.2000,0.1739
30-04-2011,01:08:08,0.273,99.700,0.2,0.2000,0.1732
30-04-2011,02:08:09,0.632,100.000,0.6,0.2000,0.1732
30-04-2011,03:08:10,-2.334,99.800,-2.4,0.1993,0.1732
30-04-2011,04:08:11,-1.670,100.000,-1.7,0.1993,0.1724
30-04-2011,05:08:12,-2.712,99.800,-2.7,0.1993,0.1724
30-04-2011,06:08:13,-3.926,98.100,-4.2,0.1993,0.1717
30-04-2011,07:08:14,-4.106,98.800,-4.3,0.1986,0.1717
30-04-2011,08:08:15,-4.712,97.200,-5.1,0.1986,0.1717
30-04-2011,09:08:16,3.406,99.700,3.4,0.1986,0.1717
30-04-2011,10:08:17,8.394,99.600,8.3,0.1993,0.1724
30-04-2011,11:08:18,11.807,88.500,10.0,0.1978,0.1732
30-04-2011,12:08:19,12.364,64.700,5.9,0.1993,0.1739
30-04-2011,13:08:20,12.340,64.700,5.9,0.1993,0.1739
30-04-2011,14:08:21,14.314,63.700,7.5,0.1986,0.1739
30-04-2011,15:08:22,15.581,61.700,8.3,0.1993,0.1739
30-04-2011,16:08:23,13.906,62.800,6.9,0.1993,0.1732
30-04-2011,17:08:24,10.271,71.000,5.3,0.1986,0.1732
30-04-2011,18:08:25,4.089,84.200,1.7,0.1993,0.1717
30-04-2011,19:08:26,0.246,90.500,-1.1,0.1986,0.1710
30-04-2011,20:08:27,-0.930,94.500,-1.7,0.1978,0.1702
30-04-2011,21:08:28,0.190,97.100,-0.2,0.1978,0.1702
30-04-2011,22:08:29,1.670,98.200,1.4,0.1971,0.1695
30-04-2011,23:08:30,1.534,99.000,1.4,0.1971,0.1702
01-05-2011,00:08:31,2.423,99.800,2.4,0.1978,0.1695
01-05-2011,01:08:32,5.514,99.800,5.5,0.1978,0.1702
01-05-2011,02:08:33,6.408,99.600,6.4,0.1978,0.1702
01-05-2011,03:08:34,6.864,99.900,6.9,0.1978,0.1710
01-05-2011,04:08:35,6.763,99.600,6.7,0.1978,0.1710
01-05-2011,05:08:36,6.788,98.600,6.6,0.1978,0.1710
01-05-2011,06:08:37,6.763,97.900,6.5,0.1978,0.1710
01-05-2011,07:08:38,6.458,97.400,6.1,0.1978,0.1710
01-05-2011,08:08:39,6.433,98.300,6.2,0.1978,0.1702
01-05-2011,09:08:40,7.268,98.600,7.1,0.1978,0.1710
01-05-2011,10:08:41,7.995,97.400,7.6,0.1978,0.1710
01-05-2011,11:08:42,8.543,96.600,8.0,0.1978,0.1710
01-05-2011,12:08:43,11.102,89.600,9.5,0.1978,0.1717
01-05-2011,13:08:44,10.638,81.800,7.7,0.1978,0.1717
01-05-2011,14:08:45,11.492,83.500,8.8,0.1978,0.1717
01-05-2011,15:08:46,11.248,75.900,7.2,0.1971,0.1717
01-05-2011,16:08:47,11.151,80.000,7.8,0.1971,0.1717
01-05-2011,17:08:48,9.213,82.400,6.4,0.1971,0.1710
01-05-2011,18:08:49,7.268,90.900,5.9,0.1971,0.1702
01-05-2011,19:08:50,4.688,94.500,3.9,0.1978,0.1695
01-05-2011,20:08:51,4.194,98.500,4.0,0.1971,0.1695
01-05-2011,21:08:52,4.532,99.200,4.4,0.1971,0.1695
01-05-2011,22:08:53,4.662,99.700,4.6,0.1971,0.1688
01-05-2011,23:08:54,4.298,99.800,4.3,0.1971,0.1688
02-05-2011,00:08:55,4.662,99.800,4.6,0.1971,0.1688
02-05-2011,01:08:56,4.272,99.400,4.2,0.1971,0.1688
02-05-2011,02:08:57,4.973,97.900,4.7,0.1964,0.1688
02-05-2011,03:08:58,4.921,95.200,4.2,0.1971,0.1688
02-05-2011,04:08:59,4.766,92.600,3.7,0.1971,0.1688
02-05-2011,05:09:00,3.958,94.600,3.2,0.1971,0.1688
02-05-2011,06:09:01,3.854,92.200,2.7,0.1971,0.1688
02-05-2011,07:09:02,3.248,93.500,2.3,0.1971,0.1688
02-05-2011,08:09:03,3.406,95.500,2.8,0.1964,0.1688
02-05-2011,09:09:04,5.668,94.200,4.8,0.1971,0.1688
02-05-2011,10:09:05,8.965,88.500,7.2,0.1964,0.1688
02-05-2011,11:09:06,10.687,81.400,7.6,0.1964,0.1695
02-05-2011,12:09:07,11.273,76.400,7.3,0.1971,0.1702
02-05-2011,13:09:08,12.171,74.700,7.8,0.1964,0.1702
02-05-2011,14:09:09,9.485,74.400,5.2,0.1964,0.1702
02-05-2011,15:09:10,7.142,86.000,5.0,0.1964,0.1695
02-05-2011,16:09:11,5.949,95.600,5.3,0.1964,0.1695
02-05-2011,17:09:12,7.695,96.200,7.1,0.1964,0.1688
02-05-2011,18:09:13,6.255,95.500,5.6,0.1964,0.1688
02-05-2011,19:09:14,5.411,97.700,5.1,0.1964,0.1688
02-05-2011,20:09:15,5.076,99.200,5.0,0.1964,0.1688
02-05-2011,21:09:16,4.947,99.800,4.9,0.1964,0.1688
02-05-2011,22:09:17,4.947,100.000,4.9,0.1964,0.1688
02-05-2011,23:09:18,4.089,100.000,4.1,0.1964,0.1695
03-05-2011,00:09:19,2.877,99.800,2.8,0.1964,0.1695
03-05-2011,01:09:20,3.854,100.000,3.9,0.1964,0.1695
03-05-2011,02:09:21,4.220,100.000,4.2,0.1971,0.1695
03-05-2011,03:09:22,3.906,100.000,3.9,0.1971,0.1702
03-05-2011,04:09:23,3.854,100.000,3.9,0.1971,0.1702
03-05-2011,05:09:24,3.459,100.000,3.5,0.1964,0.1710
03-05-2011,06:09:25,3.354,100.000,3.4,0.1971,0.1710
03-05-2011,07:09:26,3.958,100.000,4.0,0.1964,0.1717
03-05-2011,08:09:27,4.063,100.000,4.1,0.1964,0.1724
03-05-2011,09:09:28,5.257,100.000,5.3,0.1971,0.1732
03-05-2011,10:09:29,6.128,99.700,6.1,0.1971,0.1739
03-05-2011,11:09:30,8.792,98.000,8.5,0.1964,0.1746
03-05-2011,12:09:31,12.582,91.200,11.2,0.1971,0.1761
03-05-2011,13:09:32,13.834,83.200,11.0,0.1978,0.1775
03-05-2011,14:09:33,14.266,81.800,11.2,0.1978,0.1790
03-05-2011,15:09:34,10.149,80.100,6.9,0.1978,0.1790
03-05-2011,16:09:35,11.200,86.200,9.0,0.1971,0.1797
03-05-2011,17:09:36,7.142,87.600,5.2,0.1978,0.1797
03-05-2011,18:09:37,6.382,91.800,5.2,0.1978,0.1797
03-05-2011,19:09:38,5.257,95.100,4.5,0.1986,0.1804
03-05-2011,20:09:39,4.454,96.700,4.0,0.1978,0.1804
03-05-2011,21:09:40,1.534,95.900,0.9,0.1978,0.1804
