"Date","Time, GMT+11:00","Temp, ¡C (SEN S/N: 9818218, LBL: Ambient)","RH, % (SEN S/N: 9818218)","DewPt, ¡C (SEN S/N: 9818218)","Temp, ¡C (SEN S/N: 9824740, LBL: 3cmBG)","Water Content, m?/m? (SEN S/N: 9833758, LBL: 5cmBG)","Water Content, m?/m? (SEN S/N: 9833760, LBL: 10cmBG)"
25-04-2011,18:06:25,8.668,83.000,6.0,10.394,0.0802,0.2581
25-04-2011,19:06:26,5.411,91.200,4.1,8.817,0.0787,0.2581
25-04-2011,20:06:27,5.024,96.700,4.5,7.519,0.0780,0.2574
25-04-2011,21:06:28,5.179,99.200,5.1,7.469,0.0773,0.2574
25-04-2011,22:06:29,4.999,99.800,5.0,7.217,0.0766,0.2567
25-04-2011,23:06:30,4.584,100.000,4.6,6.737,0.0766,0.2567
26-04-2011,00:06:31,1.534,99.400,1.4,5.205,0.0758,0.2574
26-04-2011,01:06:32,-1.043,97.500,-1.4,3.327,0.0758,0.2567
26-04-2011,02:06:33,-2.160,96.000,-2.7,2.182,0.0758,0.2574
26-04-2011,03:06:34,-2.305,97.900,-2.6,1.534,0.0758,0.2567
26-04-2011,04:06:35,-2.218,98.500,-2.4,1.126,0.0758,0.2567
26-04-2011,05:06:36,-2.625,98.200,-2.9,0.797,0.0758,0.2560
26-04-2011,06:06:37,-2.859,97.700,-3.2,0.550,0.0758,0.2560
26-04-2011,07:06:38,-3.035,98.000,-3.3,0.356,0.0758,0.2560
26-04-2011,08:06:39,-3.330,96.700,-3.8,0.190,0.0758,0.2560
26-04-2011,09:06:40,4.428,99.100,4.3,0.246,0.0766,0.2552
26-04-2011,10:06:41,13.642,85.300,11.2,1.940,0.0758,0.2545
26-04-2011,11:06:42,19.199,66.500,12.8,7.343,0.0766,0.2545
26-04-2011,12:06:43,20.770,56.100,11.7,12.606,0.0780,0.2545
26-04-2011,13:06:44,21.390,50.800,10.8,16.153,0.0787,0.2545
26-04-2011,14:06:45,19.984,49.500,9.1,18.414,0.0802,0.2552
26-04-2011,15:06:46,20.936,52.200,10.8,20.627,0.0809,0.2552
26-04-2011,16:06:47,17.891,52.900,8.2,18.152,0.0809,0.2560
26-04-2011,17:06:48,14.242,62.300,7.1,15.103,0.0802,0.2567
26-04-2011,18:06:49,9.558,73.000,5.0,12.243,0.0802,0.2567
26-04-2011,19:06:50,7.343,90.700,5.9,10.173,0.0787,0.2567
26-04-2011,20:06:51,6.509,96.000,5.9,8.941,0.0780,0.2567
26-04-2011,21:06:52,4.869,97.700,4.5,7.419,0.0766,0.2567
26-04-2011,22:06:53,4.480,99.700,4.4,6.433,0.0766,0.2560
26-04-2011,23:06:54,2.823,99.700,2.8,5.205,0.0758,0.2560
27-04-2011,00:06:55,2.236,100.000,2.2,4.168,0.0751,0.2560
27-04-2011,01:06:56,1.235,100.000,1.2,3.564,0.0751,0.2560
27-04-2011,02:06:57,-0.199,98.800,-0.4,2.797,0.0751,0.2552
27-04-2011,03:06:58,-1.613,92.500,-2.7,2.021,0.0751,0.2552
27-04-2011,04:06:59,-2.888,92.000,-4.0,1.344,0.0751,0.2552
27-04-2011,05:07:00,-3.449,91.500,-4.6,0.852,0.0751,0.2552
27-04-2011,06:07:01,-3.598,89.700,-5.1,0.439,0.0751,0.2545
27-04-2011,07:07:02,-1.670,87.200,-3.5,0.273,0.0751,0.2545
27-04-2011,08:07:03,-0.227,82.400,-2.9,0.301,0.0751,0.2545
27-04-2011,09:07:04,8.394,70.000,3.3,0.577,0.0758,0.2545
27-04-2011,10:07:05,14.625,43.900,2.5,3.116,0.0758,0.2538
27-04-2011,11:07:06,16.630,37.200,2.0,7.393,0.0766,0.2538
27-04-2011,12:07:07,18.176,35.200,2.6,11.734,0.0766,0.2538
27-04-2011,13:07:08,17.701,38.200,3.3,14.960,0.0773,0.2538
27-04-2011,14:07:09,17.106,49.200,6.4,16.844,0.0736,0.2501
27-04-2011,15:07:10,18.414,53.000,8.7,19.008,0.0744,0.2509
27-04-2011,16:07:11,16.725,55.000,7.7,17.439,0.0744,0.2501
27-04-2011,17:07:12,13.209,64.900,6.8,14.673,0.0744,0.2509
27-04-2011,18:07:13,8.668,78.600,5.2,11.783,0.0736,0.2509
27-04-2011,19:07:14,7.116,90.400,5.7,10.051,0.0729,0.2509
27-04-2011,20:07:15,6.433,95.300,5.7,9.015,0.0722,0.2509
27-04-2011,21:07:16,5.872,97.500,5.5,8.394,0.0715,0.2509
27-04-2011,22:07:17,5.565,98.500,5.4,7.895,0.0707,0.2509
27-04-2011,23:07:18,5.154,99.300,5.1,7.393,0.0700,0.2509
28-04-2011,00:07:19,5.154,99.900,5.1,6.990,0.0700,0.2509
28-04-2011,01:07:20,4.973,100.000,5.0,6.763,0.0700,0.2501
28-04-2011,02:07:21,4.947,100.000,4.9,6.661,0.0693,0.2501
28-04-2011,03:07:22,4.766,100.000,4.8,6.585,0.0693,0.2501
28-04-2011,04:07:23,4.402,100.000,4.4,6.357,0.0693,0.2501
28-04-2011,05:07:24,-0.116,98.300,-0.4,4.584,0.0693,0.2501
28-04-2011,06:07:25,0.852,99.400,0.8,2.983,0.0693,0.2501
28-04-2011,07:07:26,-0.088,100.000,-0.1,2.477,0.0693,0.2501
28-04-2011,08:07:27,0.356,100.000,0.4,2.155,0.0693,0.2494
28-04-2011,09:07:28,7.695,100.000,7.7,2.690,0.0693,0.2494
28-04-2011,10:07:29,13.064,82.200,10.1,5.437,0.0693,0.2501
