"Date","Time, GMT+11:00","Temp, ¡C (SEN S/N: 9818210, LBL: Ambient)","RH, % (SEN S/N: 9818210)","DewPt, ¡C (SEN S/N: 9818210)","Temp, ¡C (SEN S/N: 9824742, LBL: 3cmBG)","Water Content, m?/m? (SEN S/N: 9833751, LBL: 5cmBG)","Water Content, m?/m? (SEN S/N: 9833767, LBL: 10cmBG)"
02-11-2011,15:22:46,10.761,71.400,5.8,15.031,0.1390,0.1993
02-11-2011,16:22:47,11.273,73.700,6.8,14.002,0.1376,0.1993
02-11-2011,17:22:48,8.543,76.600,4.7,12.582,0.1390,0.1964
02-11-2011,18:22:49,8.990,77.900,5.4,12.413,0.1390,0.1957
02-11-2011,19:22:50,5.770,84.400,3.3,9.928,0.1368,0.1949
02-11-2011,20:22:51,3.749,88.900,2.1,7.419,0.1354,0.1949
02-11-2011,21:22:52,1.994,92.400,0.9,5.719,0.1339,0.1942
02-11-2011,22:22:53,-0.423,95.800,-1.0,4.350,0.1325,0.1949
02-11-2011,23:22:54,0.163,95.200,-0.5,3.985,0.1318,0.1935
03-11-2011,00:22:55,-0.171,96.000,-0.7,4.141,0.1310,0.1935
03-11-2011,01:22:56,-2.421,96.400,-2.9,2.797,0.1303,0.1935
03-11-2011,02:22:57,-4.499,96.900,-4.9,1.371,0.1288,0.1920
03-11-2011,03:22:58,-6.834,96.300,-7.3,0.218,0.1274,0.1913
03-11-2011,04:22:59,-4.257,97.300,-4.6,-0.143,0.1267,0.1906
03-11-2011,05:23:00,-3.094,96.000,-3.6,0.577,0.1267,0.1913
03-11-2011,06:23:01,-3.627,92.400,-4.7,0.135,0.1259,0.1906
03-11-2011,07:23:02,1.317,78.100,-2.1,0.962,0.1259,0.1913
03-11-2011,08:23:03,8.394,50.400,-1.3,2.530,0.1259,0.1928
03-11-2011,09:23:04,10.980,33.000,-4.7,4.298,0.1281,0.1920
03-11-2011,10:23:05,12.509,36.100,-2.1,11.297,0.1296,0.1920
03-11-2011,11:23:06,14.385,39.000,0.6,22.920,0.1354,0.1928
03-11-2011,12:23:07,16.296,43.200,3.8,30.041,0.1390,0.1928
03-11-2011,13:23:08,17.867,47.800,6.7,36.065,0.1419,0.1935
03-11-2011,14:23:09,14.768,47.900,3.9,36.878,0.1390,0.1935
03-11-2011,15:23:10,15.103,54.800,6.1,26.891,0.1347,0.1920
03-11-2011,16:23:11,17.106,50.900,6.9,32.047,0.1347,0.1920
03-11-2011,17:23:12,9.854,68.100,4.3,19.960,0.1281,0.1913
03-11-2011,18:23:13,8.319,77.500,4.6,15.079,0.1252,0.1891
03-11-2011,19:23:14,7.116,81.500,4.2,12.968,0.1230,0.1891
03-11-2011,20:23:15,4.714,89.500,3.1,9.854,0.1216,0.1884
03-11-2011,21:23:16,4.558,94.300,3.7,8.891,0.1216,0.1891
03-11-2011,22:23:17,3.248,96.100,2.7,7.343,0.1201,0.1891
03-11-2011,23:23:18,1.317,96.300,0.8,5.050,0.1187,0.1884
04-11-2011,00:23:19,0.852,95.700,0.2,3.722,0.1180,0.1884
04-11-2011,01:23:20,0.218,96.000,-0.3,3.063,0.1172,0.1884
04-11-2011,02:23:21,-2.334,96.600,-2.8,2.316,0.1165,0.1884
04-11-2011,03:23:22,-2.800,98.300,-3.0,1.180,0.1158,0.1877
04-11-2011,04:23:23,-4.865,97.100,-5.3,0.715,0.1143,0.1877
04-11-2011,05:23:24,-2.771,98.000,-3.1,0.051,0.1143,0.1855
04-11-2011,06:23:25,-0.032,94.500,-0.8,0.190,0.1129,0.1855
04-11-2011,07:23:26,7.293,84.800,4.9,1.751,0.1143,0.1884
04-11-2011,08:23:27,11.710,61.300,4.5,5.024,0.1150,0.1884
04-11-2011,09:23:28,15.079,47.900,4.1,7.091,0.1158,0.1877
04-11-2011,10:23:29,18.129,44.300,5.8,15.796,0.1187,0.1870
04-11-2011,11:23:30,19.793,42.000,6.5,28.667,0.1216,0.1862
04-11-2011,12:23:31,21.485,41.100,7.7,36.878,0.1223,0.1855
04-11-2011,13:23:32,21.700,40.000,7.5,42.773,0.1201,0.1855
04-11-2011,14:23:33,21.795,46.700,9.9,45.940,0.1172,0.1848
04-11-2011,15:23:34,20.126,47.900,8.8,45.154,0.1114,0.1848
04-11-2011,16:23:35,15.986,52.300,6.2,35.609,0.1042,0.1833
04-11-2011,17:23:36,18.057,61.700,10.6,24.050,0.1005,0.1819
04-11-2011,18:23:37,15.939,60.300,8.3,23.857,0.0976,0.1811
04-11-2011,19:23:38,10.785,71.700,5.9,15.652,0.0940,0.1797
04-11-2011,20:23:39,1.480,85.400,-0.7,9.756,0.0933,0.1790
04-11-2011,21:23:40,3.958,95.100,3.2,7.015,0.0940,0.1790
04-11-2011,22:23:41,5.050,97.800,4.7,6.408,0.0940,0.1797
04-11-2011,23:23:42,6.433,95.900,5.8,6.255,0.0940,0.1797
05-11-2011,00:23:43,7.544,91.800,6.3,7.293,0.0940,0.1804
05-11-2011,01:23:44,7.343,92.400,6.2,6.990,0.0940,0.1804
05-11-2011,02:23:45,7.795,91.300,6.5,7.091,0.0940,0.1811
05-11-2011,03:23:46,6.433,90.400,5.0,6.636,0.0933,0.1804
05-11-2011,04:23:47,6.737,88.300,4.9,5.821,0.0940,0.1804
05-11-2011,05:23:48,6.484,87.200,4.5,5.642,0.0933,0.1804
05-11-2011,06:23:49,6.940,87.700,5.0,5.668,0.0933,0.1804
05-11-2011,07:23:50,10.834,72.700,6.1,6.484,0.0933,0.1811
05-11-2011,08:23:51,13.738,53.200,4.4,9.213,0.0933,0.1797
05-11-2011,09:23:52,17.843,52.700,8.1,10.980,0.0933,0.1790
05-11-2011,10:23:53,18.675,50.300,8.1,17.915,0.0940,0.1782
05-11-2011,11:23:54,20.293,47.400,8.8,29.890,0.0940,0.1768
05-11-2011,12:23:55,21.342,47.800,9.8,37.645,0.0925,0.1768
05-11-2011,13:23:56,21.795,48.200,10.4,42.773,0.0882,0.1761
05-11-2011,14:23:57,21.843,49.000,10.7,44.750,0.0831,0.1761
05-11-2011,15:23:58,22.106,50.400,11.3,44.874,0.0758,0.1761
05-11-2011,16:23:59,21.557,48.300,10.2,42.684,0.0700,0.1761
05-11-2011,17:24:00,19.912,50.800,9.4,35.102,0.0649,0.1746
05-11-2011,18:24:01,18.057,54.700,8.8,25.866,0.0606,0.1724
