"Date","Time, GMT+11:00","Temp, ¡C (SEN S/N: 9818213, LBL: Ambient)","RH, % (SEN S/N: 9818213)","DewPt, ¡C (SEN S/N: 9818213)","Temp, ¡C (SEN S/N: 9824750, LBL: 3cmBG)","Water Content, m?/m? (SEN S/N: 9827499, LBL: 5cmBG)","Water Content, m?/m? (SEN S/N: 9833754, LBL: 10cmBG)"
02-11-2011,15:22:46,12.534,68.300,6.9,15.819,0.2770,0.2487
02-11-2011,16:22:47,11.589,72.000,6.7,15.175,0.2770,0.2472
02-11-2011,17:22:48,9.163,74.800,4.9,14.481,0.2770,0.2465
02-11-2011,18:22:49,9.608,76.100,5.6,13.810,0.2763,0.2458
02-11-2011,19:22:50,6.331,83.100,3.7,13.281,0.2763,0.2451
02-11-2011,20:22:51,4.324,89.100,2.7,12.268,0.2763,0.2443
02-11-2011,21:22:52,2.610,93.000,1.6,11.273,0.2756,0.2443
02-11-2011,22:22:53,0.742,95.500,0.1,10.345,0.2756,0.2436
02-11-2011,23:22:54,1.371,96.200,0.8,9.583,0.2748,0.2429
03-11-2011,00:22:55,1.126,95.400,0.5,9.064,0.2748,0.2429
03-11-2011,01:22:56,-1.356,95.200,-2.0,8.593,0.2748,0.2429
03-11-2011,02:22:57,-3.242,95.000,-3.9,7.920,0.2741,0.2422
03-11-2011,03:22:58,-4.926,93.800,-5.8,7.242,0.2741,0.2414
03-11-2011,04:22:59,-4.106,95.400,-4.7,6.611,0.2741,0.2414
03-11-2011,05:23:00,-1.785,98.600,-2.0,6.179,0.2734,0.2414
03-11-2011,06:23:01,-3.212,94.500,-4.0,5.975,0.2734,0.2414
03-11-2011,07:23:02,1.453,87.900,-0.3,5.719,0.2734,0.2414
03-11-2011,08:23:03,11.370,61.500,4.2,5.924,0.2734,0.2414
03-11-2011,09:23:04,16.654,38.400,2.4,6.636,0.2734,0.2414
03-11-2011,10:23:05,17.534,38.500,3.3,8.020,0.2727,0.2414
03-11-2011,11:23:06,22.537,40.700,8.5,11.127,0.2727,0.2414
03-11-2011,12:23:07,23.737,40.200,9.4,15.796,0.2727,0.2414
03-11-2011,13:23:08,23.280,42.000,9.7,18.961,0.2727,0.2422
03-11-2011,14:23:09,22.058,43.900,9.2,21.079,0.2734,0.2407
03-11-2011,15:23:10,17.558,50.500,7.2,20.555,0.2727,0.2385
03-11-2011,16:23:11,27.308,43.500,13.8,19.888,0.2719,0.2378
03-11-2011,17:23:12,12.847,59.300,5.1,19.603,0.2727,0.2363
03-11-2011,18:23:13,10.345,73.300,5.8,17.724,0.2727,0.2342
03-11-2011,19:23:14,9.287,75.800,5.2,16.272,0.2719,0.2334
03-11-2011,20:23:15,5.693,87.400,3.8,15.008,0.2712,0.2327
03-11-2011,21:23:16,5.872,92.500,4.8,13.786,0.2712,0.2320
03-11-2011,22:23:17,3.932,94.100,3.1,12.847,0.2705,0.2313
03-11-2011,23:23:18,1.724,95.900,1.1,11.904,0.2705,0.2313
04-11-2011,00:23:19,1.289,96.900,0.8,10.956,0.2698,0.2305
04-11-2011,01:23:20,0.797,97.000,0.4,10.173,0.2698,0.2298
