"Date","Time, GMT+11:00","Temp, ¡C (SEN S/N: 9818206, LBL: Ambient)","RH, % (SEN S/N: 9818206)","DewPt, ¡C (SEN S/N: 9818206)","Water Content, m?/m? (SEN S/N: 9833756, LBL: 5cmBG)","Water Content, m?/m? (SEN S/N: 9833765, LBL: 10cmBG)"
23-11-2012,10:57:29,31.382,36.200,14.6,0.1659,0.0119
23-11-2012,11:57:30,29.890,33.400,12.1,0.1652,0.0141
23-11-2012,12:57:31,25.380,42.100,11.6,0.1637,0.0105
23-11-2012,13:57:32,23.328,48.800,12.0,0.1630,0.0083
23-11-2012,14:57:33,20.055,56.000,11.0,0.1623,0.0068
23-11-2012,15:57:34,19.532,59.700,11.5,0.1615,0.0054
23-11-2012,16:57:35,18.604,62.400,11.3,0.1608,0.0046
23-11-2012,17:57:36,17.486,66.100,11.1,0.1608,0.0039
23-11-2012,18:57:37,15.772,69.200,10.2,0.1601,0.0039
23-11-2012,19:57:38,13.016,75.700,8.8,0.1601,0.0032
23-11-2012,20:57:39,8.295,77.100,4.5,0.1608,0.0003
23-11-2012,21:57:40,6.813,82.500,4.0,0.1601,-0.0019
23-11-2012,22:57:41,6.026,85.500,3.8,0.1601,-0.0019
23-11-2012,23:57:42,5.282,86.600,3.2,0.1601,-0.0026
24-11-2012,00:57:43,4.246,86.600,2.2,0.1601,-0.0026
24-11-2012,01:57:44,4.141,89.200,2.5,0.1608,-0.0033
24-11-2012,02:57:45,3.958,90.300,2.5,0.1608,-0.0033
24-11-2012,03:57:46,4.376,92.400,3.3,0.1615,-0.0033
24-11-2012,04:57:47,5.128,96.700,4.7,0.1608,-0.0033
24-11-2012,05:57:48,5.102,96.200,4.6,0.1615,-0.0033
24-11-2012,06:57:49,8.494,97.100,8.1,0.1608,-0.0026
24-11-2012,07:57:50,14.745,82.800,11.9,0.1615,-0.0019
24-11-2012,08:57:51,23.328,57.400,14.5,0.1608,-0.0004
24-11-2012,09:57:52,26.989,47.700,15.0,0.1601,0.0025
24-11-2012,10:57:53,30.343,40.700,15.5,0.1594,0.0054
24-11-2012,11:57:54,33.783,36.500,16.9,0.1579,0.0083
24-11-2012,12:57:55,32.433,35.700,15.3,0.1564,0.0076
24-11-2012,13:57:56,29.240,40.700,14.5,0.1543,0.0039
24-11-2012,14:57:57,27.702,41.600,13.5,0.1528,0.0010
24-11-2012,15:57:58,23.665,47.200,11.8,0.1514,-0.0004
24-11-2012,16:57:59,20.984,49.400,10.0,0.1506,-0.0019
24-11-2012,17:58:00,21.032,55.400,11.8,0.1499,-0.0026
24-11-2012,18:58:01,19.199,58.700,10.9,0.1499,-0.0041
24-11-2012,19:58:02,14.218,66.100,8.0,0.1492,-0.0048
24-11-2012,20:58:03,13.088,76.800,9.1,0.1492,-0.0070
24-11-2012,21:58:04,10.834,79.200,7.4,0.1485,-0.0084
24-11-2012,22:58:05,9.386,84.400,6.9,0.1485,-0.0099
24-11-2012,23:58:06,10.418,91.200,9.1,0.1492,-0.0099
25-11-2012,00:58:07,10.638,90.600,9.2,0.1492,-0.0099
25-11-2012,01:58:08,8.270,86.400,6.1,0.1499,-0.0099
25-11-2012,02:58:09,7.870,90.100,6.4,0.1499,-0.0106
25-11-2012,03:58:10,8.742,90.400,7.3,0.1492,-0.0106
25-11-2012,04:58:11,7.845,88.700,6.1,0.1506,-0.0106
25-11-2012,05:58:12,6.051,88.300,4.3,0.1499,-0.0113
25-11-2012,06:58:13,9.829,92.800,8.7,0.1499,-0.0099
25-11-2012,07:58:14,16.606,72.700,11.7,0.1506,-0.0092
25-11-2012,08:58:15,26.134,49.900,14.9,0.1492,-0.0084
25-11-2012,09:58:16,29.840,39.700,14.7,0.1485,-0.0055
25-11-2012,10:58:17,32.381,35.900,15.4,0.1470,-0.0019
25-11-2012,11:58:18,34.519,33.200,16.0,0.1456,0.0017
25-11-2012,12:58:19,31.944,33.600,14.0,0.1441,0.0025
25-11-2012,13:58:20,30.041,38.500,14.4,0.1426,-0.0004
25-11-2012,14:58:21,29.414,41.000,14.8,0.1405,-0.0055
25-11-2012,15:58:22,26.720,44.300,13.6,0.1397,-0.0070
25-11-2012,16:58:23,23.641,47.100,11.7,0.1390,-0.0084
25-11-2012,17:58:24,24.605,47.500,12.7,0.1383,-0.0099
25-11-2012,18:58:25,21.939,49.200,10.8,0.1383,-0.0106
25-11-2012,19:58:26,16.058,58.200,7.9,0.1376,-0.0113
25-11-2012,20:58:27,13.040,67.900,7.3,0.1376,-0.0142
25-11-2012,21:58:28,9.829,73.700,5.4,0.1368,-0.0157
25-11-2012,22:58:29,8.394,79.500,5.1,0.1376,-0.0164
25-11-2012,23:58:30,7.393,82.800,4.7,0.1368,-0.0171
26-11-2012,00:58:31,5.949,82.900,3.3,0.1368,-0.0179
26-11-2012,01:58:32,5.411,84.800,3.1,0.1376,-0.0179
26-11-2012,02:58:33,4.895,86.200,2.8,0.1376,-0.0179
26-11-2012,03:58:34,4.272,87.300,2.4,0.1383,-0.0179
26-11-2012,04:58:35,6.128,94.700,5.3,0.1376,-0.0179
26-11-2012,05:58:36,7.116,93.700,6.2,0.1383,-0.0179
26-11-2012,06:58:37,10.124,90.300,8.6,0.1383,-0.0164
26-11-2012,07:58:38,16.129,74.600,11.6,0.1390,-0.0157
26-11-2012,08:58:39,14.792,67.900,8.9,0.1376,-0.0150
26-11-2012,09:58:40,16.511,68.700,10.8,0.1383,-0.0150
