"Date","Time, GMT+11:00","Temp, °C (LGR S/N: 9832562, SEN S/N: 9818221, LBL: Ambient)","RH, % (LGR S/N: 9832562, SEN S/N: 9818221)","Water Content, m³/m³ (LGR S/N: 9832562, SEN S/N: 9827493, LBL: 5cmBG)","Water Content, m³/m³ (LGR S/N: 9832562, SEN S/N: 9833761, LBL: 10cmBG)","DewPt, °C (LGR S/N: 9832562, SEN S/N: 9818221)"
02/05/15,16:53:33,7.469,100.000,0.1920,0.2037,7.5
02/05/15,17:53:34,6.965,100.000,0.1913,0.2044,7.0
02/05/15,18:53:35,6.611,100.000,0.1913,0.2044,6.6
02/05/15,19:53:36,6.560,100.000,0.1913,0.2044,6.6
02/05/15,20:53:37,6.484,100.000,0.1913,0.2044,6.5
02/05/15,21:53:38,6.408,100.000,0.1913,0.2044,6.4
02/05/15,22:53:39,6.331,100.000,0.1913,0.2044,6.3
02/05/15,23:53:40,6.230,100.000,0.1913,0.2044,6.2
03/05/15,00:53:41,5.898,100.000,0.1906,0.2044,5.9
03/05/15,01:53:42,4.947,100.000,0.1906,0.2044,4.9
03/05/15,02:53:43,2.797,100.000,0.1906,0.2044,2.8
03/05/15,03:53:44,2.557,100.000,0.1899,0.2044,2.6
03/05/15,04:53:45,1.724,100.000,0.1891,0.2044,1.7
03/05/15,05:53:46,0.989,100.000,0.1891,0.2044,1.0
03/05/15,06:53:47,0.687,99.900,0.1891,0.2044,0.7
03/05/15,07:53:48,1.398,99.900,0.1891,0.2037,1.4
03/05/15,08:53:49,1.615,98.800,0.1884,0.2044,1.4
03/05/15,09:53:50,4.063,100.000,0.1891,0.2037,4.1
03/05/15,10:53:51,6.788,100.000,0.1891,0.2037,6.8
03/05/15,11:53:52,7.720,100.000,0.1899,0.2044,7.7
03/05/15,12:53:53,7.293,100.000,0.1899,0.2037,7.3
03/05/15,13:53:54,8.195,100.000,0.1899,0.2037,8.2
03/05/15,14:53:55,8.419,100.000,0.1899,0.2037,8.4
03/05/15,15:53:56,8.593,100.000,0.1899,0.2029,8.6
03/05/15,16:53:57,8.394,100.000,0.1899,0.2029,8.4
03/05/15,17:53:58,8.245,100.000,0.1899,0.2029,8.3
